XID,Name,URL,RERA,Address,Price,Builder,Amenities,Possession Status,Sizes,Launch Date,Project Size,Project Area,Avg. Price,Configurations
r430665,Golden Era Homes,https://housing.com/in/buy/projects/page/328756-golden-era-homes-by-goyal-infra-group-in-nagla,PBRERA-SAS79-PR0996,"Nagla, Zirakpur",80.9 L - 91.89 L,ByGoyal Infra Group,"Children's Play Area, Cricket Pitch, Gazebo, Solid Waste Management And Disposal, Open Gym, Party Hall, Landscaping & Tree Planting, Table Tennis, Mini Theatre, Gymnasium, Fire Fighting System","Oct, 2025",1393 - 3621 sq.ft.,"May, 2023",1 Building - 331 units,4.87 Acres (65% open),6.82 K - 7.32 K/sq.ft,"2, 3, 4 BHK Apartments"
r408715,Aksara Green Scapes,https://housing.com/in/buy/projects/page/318222-aksara-green-scapes-by-aksara-constructions-and-others-in-bowrampet,P02200006119,"Bowrampet, North Hyderabad, Hyderabad",Price on Request,ByAksara Constructions And Others,"Solid Waste Management And Disposal, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Electrification(Transformer, Solar Energy etc), 24X7 Water Supply, Street Lighting, Gated Community, Storm Water Drains, Open Parking","Jul, 2024",600 - 2598 sq.ft.,"May, 2024",150 units,10 Acres,4.46 K/sq.ft,Residential Plots
r373148,Elysian,https://housing.com/in/buy/projects/page/253829-elysian-by-oberoi-realty-limited-in-goregaon-east,P51800005229,"Goregaon East, Western Suburbs, Mumbai",6.05 Cr - 17.4 Cr,ByOberoi Realty Limited,"Amphitheater, Cricket Pitch, Tennis Court, Spa, Skating Rink, Swimming Pool, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Mini Theatre, Gymnasium","Dec, 2024",915 - 2349 sq.ft.,"Oct, 2022",51 units,3.29 Acres,1.65 K/sq.ft,Residential Plots
r14640,Neelam Senroofs Phase II,https://housing.com/in/buy/projects/page/52185-neelam-senroofs-phase-ii-by-neelam-realtors-in-mulund-east,P51800008478,"Plot No. 795A, At Kurla, Nahur East, Mulund, Mumbai",1.81 Cr - 3.07 Cr,ByNeelam Realtors,"Amphitheater, Spa, Mini Theatre, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Street Lighting, Indoor Games, Cycling & Jogging Track, Piped Gas Connection, Bowling Alley","Aug, 2023",915 - 2180 sq.ft.,"Jan, 2019",1124 units,18 Acres (75% open),Price on request,"2, 3, 4 BHK Apartments"
r19674,Skytech Colours Avenue,https://housing.com/in/buy/projects/page/3434-skytech-colours-avenue-by-skytech-group-in-noida-extension,UPRERAPRJ6664,"Skytech Colours Avenue, Sector 10 Noida Extension, Greater Noida",62.64 L - 97.2 L,BySkytech Group,"Waiting Lounge, Internet / Wi-Fi, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Water Softner Plant, Car Parking, 24X7 Water Supply","Dec, 2032",1590 - 2145 sq.ft.,"Nov, 2023",2 Buildings - 680 units,6.97 Acres (75% open),8.93 K/sq.ft,"3, 4 BHK Apartments"
r416277,Shreekhetra Greenpark,https://housing.com/buy-shreekhetra-greenpark-by-sri-jagannath-promoters-and-builders-in-khandagiri-bhubaneswar-pid-311530,RP/19/2023/01009,"Behind Shreekhetra Greenwood, Shreekhetra Residency Rd, Mauja, Shankarpur, Bhubaneswar",1.39 Cr - 2.16 Cr,BySri Jagannath Promoters and Builders Pvt Ltd,"Amphitheater, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Kid's Pool, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Senior Citizen Siteout","Mar, 2027",200 sq.yd.,"Sep, 2023",3 Buildings - 120 units,0.99 Acres,35 K/sq.yd,3 BHK Apartment
r416159,Lodha Mirabelle,https://housing.com/in/buy/projects/page/309029-lodha-mirabelle-by-lodha-group-in-sinthan-nagar,PRM/KA/RERA/1251/309/PR/131023/006321,"Thanisandra Main Road, Manayata Tech Park, Thanisandra, North Bangalore, Bangalore",2.23 Cr - 3.83 Cr,ByLodha Group,"Amphitheater, Skating Rink, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Flower Garden, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc)","Jun, 2025",1245 - 2189 sq.ft.,"Jul, 2020",2 Buildings - 350 units,3.12 Acres,6.8 K/sq.ft,"2, 3 BHK Apartments"
r18410,Experion The Westerlies Plots,https://housing.com/in/buy/projects/page/77087-experion-the-westerlies-plots-by-experion-developers-in-sector-108,103 OF 2017,"Dwarka Expressway, Sector 108, Dwarka Expressway, Gurgaon",71.23 L - 23.26 Cr,ByExperion Developers,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Barbecue Area, Reflexology Park, Skating Rink, Theme Park, Video Door Security, School, Jogging Track, Water Sports","Sep, 2022",1342 - 2052 sq.ft.,"May, 2017",1 Building - 70 units,1 Acres,9.1 K/sq.ft,"3, 4 BHK Apartments"
r395389,Signature Global City 63A,https://housing.com/in/buy/projects/page/280638-signature-global-city-63a-by-signature-global-builders-pvt-ltd-in-sector-63,RERA-GRG-PROJ-1023-2022,"Sector 63A, Golf Course Extension Road, Gurgaon",1.89 Cr - 4.29 Cr,BySignature Global Builders Pvt. Ltd.,"Children's Play Area, Yoga / Meditation Area, Cricket Pitch, Barbecue Area, Skating Rink, Swimming Pool, Badminton Court, 24x7 CCTV Surveillance, Kid's Pool, Video Door Security, Gymnasium","Jul, 2025",1075 - 1445 sq.ft.,"Oct, 2023",1 Building - 60 units,0.6 Acres,Price on request,"2, 3 BHK Apartments"
r65774,Edifice,https://housing.com/in/buy/projects/page/47301-edifice-by-modi-builders-in-bowrampet,P02200001454,"63P, 68P, 69P, 70P, Plot No Of Site, At Dundigal Gandimaisamma, Medchalmalkajgir, Shambhupur, Kompally, North Hyderabad, Hyderabad",73.54 L,ByModi Builders,"Amphitheater, Tennis Court, Grocery Shop, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Gymnasium, Kid's Pool, Medical Store/Pharmacy, Medical Facilities","Jun, 2029",1075 - 2200 sq.ft.,"Jun, 2024",9 Buildings - 1092 units,11.75 Acres,11 K/sq.ft,"2, 2.5, 3, 3.5 BHK Apartments"
r213249,Godrej 101,https://housing.com/in/buy/projects/page/33467-godrej-101-by-godrej-properties-ltd-in-sector-79,61 of 2017,"Sector 79, New Gurgaon, Gurgaon",1.24 Cr - 2.8 Cr,ByGodrej Properties Ltd.,"Amphitheater, Reading Lounge, Cricket Pitch, Volleyball Court, Grocery Shop, Gazebo, Swimming Pool, Skating Rink, Fountains, Vastu Compliant, Table Tennis","Apr, 2027",888 - 1150 sq.ft.,"Oct, 2023",,10.65 Acres,8.92 K/sq.ft,"2, 3 BHK Apartments"
r427124,Harvi Helenium,https://housing.com/buy-harvi-helenium-by-harvi-infra-in-south-bopal-ahmedabad-pid-324904,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13691/180624/311227,"Main Safal Parisar Road, Bopal, Ahmedabad",71.4 L,ByHarvi Infra,"Children's Play Area, Yoga / Meditation Area, Jogging Track, Gazebo, Lift(s), 24x7 Security, Solar Power System, Party Lawn, Club House",Ready to Move,1260 - 9400 sq.ft.,"Aug, 2014",19 Buildings - 1200 units,35 Acres,7.1 K/sq.ft,"2, 3, 4 BHK Apartments"
r432912,Vishaka Sai Villas,https://housing.com/in/buy/projects/page/326538-vishaka-sai-villas-by-vishaka-constructions-in-nanmangalam,Rera Not Applicable,"Plot No. 2, Arunodhayam Nagar, 1st Street, Nanmangalam, Chennai south, Chennai",1.1 Cr,ByVishaka Constructions,"24X7 Water Supply, Closed Car Parking, Rain Water Harvesting, 24x7 CCTV Surveillance","Dec, 2026",1695 - 1870 sq.ft.,"Aug, 2023",2 Buildings - 894 units,4.92 Acres,10.6 K/sq.ft,3 BHK Apartment
r406986,Vrundavan Bliss,https://housing.com/buy-vrundavan-bliss-by-shree-balaji-developers-in-waghodia-road-vadodara-pid-286444,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/MN211AA10111/031022,"Opp. Taksh Galaxy Mall & L&T Knowledge City, Waghodia Road, Madhavpura, Vadodara",Price on Request,ByShree Balaji Developers,"Reading Lounge, Cricket Pitch, Gazebo, Skating Rink, Fountains, Mini Theatre, Gymnasium, Fire Fighting System, Car Parking, 24X7 Water Supply, Senior Citizen Siteout","Dec, 2026",835 - 1548 sq.ft.,"Apr, 2024",2 Buildings - 216 units,3.64 Acres,10.39 K/sq.ft,"2, 3, 4 BHK Apartments"
r409651,Oro Constella,https://housing.com/buy-oro-constella-by-oro-real-infra-llp-in-sultanpur-road-lucknow-pid-292525,UPRERAPRJ629194,"Shushant Golf City, Amar Shaheed Path	, Lucknow",1.38 Cr - 3.16 Cr,ByOro Real Infra Llp,"Tennis Court, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Storage, Gymnasium, Fire Fighting System, Jogging Track, Indoor Games, Food Court, Open Air Theatre","Dec, 2027",1150 - 1720 sq.ft.,"Mar, 2024",2 Buildings - 405 units,5 Acres (82% open),8.53 K/sq.ft,"2, 2.5, 3 BHK Apartments"
r381204,Vertex Gigaciti,https://housing.com/in/buy/projects/page/325170-vertex-gigaciti-by-vertex-homes-in-tukkuguda,P02400005103,"Tukkuguda, South Hyderabad, Hyderabad",Price on Request,ByVertex Homes,"Children's Play Area, Cricket Pitch, Fire Sprinklers, 24x7 CCTV Surveillance, Fire Fighting System, 24X7 Water Supply, Car Parking, School, Golf Course, Street Lighting, Basketball Court","Feb, 2025",1654 - 2428 sq.ft.,"Jun, 2022",3 Buildings - 468 units,4.67 Acres,9.95 K/sq.ft,"3, 4 BHK Apartments"
r427903,Nitara One Good Earth,https://housing.com/in/buy/projects/page/322085-nitara-one-good-earth-by-nitara-projects-limited-in-sector-71,Rera Not Applicable,"Sector 71, Golf Course Extension Road, Gurgaon",2.42 Cr,ByNitara Projects Limited,"24X7 Water Supply, Lift(s), 24x7 Security, Video Door Security, Fire Fighting System, Power Backup","Feb, 2029",1610 - 3815 sq.ft.,,18 Buildings - 3266 units,27.5 Acres,8.28 K/sq.ft,"3, 3.5, 4 BHK Apartments"
r426777,Trifecta Vanto Phase 1,https://housing.com/in/buy/projects/page/320182-trifecta-vanto-phase-1-by-trifecta-projects-pvt-ltd-in-kodathi,PRM/KA/RERA/1251/446/PR/190424/006813,"Off Sarjapur Road, Behind Wipro SEZ, Kodathi, Bangalore East , Bangalore",1.05 Cr - 1.74 Cr,ByTrifecta Projects Pvt Ltd,"Amphitheater, Cricket Pitch, Volleyball Court, Tennis Court, Sauna Bath, Grocery Shop, Gazebo, Swimming Pool, Fountains, Acupressure Pathway, Landscaping & Tree Planting",Ready to Move,4050 sq.ft.,"Sep, 2023",1 Building - 4 units,,5.78 K/sq.ft,4 BHK Builder Floor
r395792,APR Praveens Golden Leaf,https://housing.com/in/buy/projects/page/325887-apr-praveens-golden-leaf-by-apr-group-in-hayathnagar,P02400006219,"Torrur, Koheda Rd, Hayathnagar, South Hyderabad, Hyderabad",1.11 Cr - 2.46 Cr,ByAPR Group,"Children's Play Area, Security Cabin, Cricket Pitch, Recreation Facilities, Swimming Pool, Solid Waste Management And Disposal, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Gymnasium, Video Door Security","Dec, 2028",390 - 595 sq.ft.,"Oct, 2024",7 Buildings - 453 units,,24.69 K/sq.ft,"1, 2 BHK Apartments"
r405310,CasaGrand Cloud 9,https://housing.com/in/buy/projects/page/298354-casagrand-cloud-9-by-casagrand-builder-private-limited-in-sholinganallur,TN/29/Building/0184/2023 dated 28/04/2023,"Sholinganallur, Chennai south, Chennai",95.0 L - 2.65 Cr,ByCasagrand Builder Private Limited,"Amphitheater, Reflexology Park, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Footpaths/Pedestrian, Gymnasium, Kid's Pool, Fire Fighting System","Dec, 2027",565 - 962 sq.ft.,"Dec, 2022",8 Buildings - 860 units,21 Acres,19.47 K - 22.29 K/sq.ft,"2, 3 BHK Apartments"
r430983,Stone and Acres Park Hills,https://housing.com/in/buy/projects/page/321506-stone-and-acres-park-hills-by-stone-and-acres-in-ponmar,TN/35/Layout/1957/2024,"Ponmar, Chennai south, Chennai",26.69 L - 1.16 Cr,ByStone and Acres,"Vastu Compliant, Power Backup","Jun, 2026",1150 - 1545 sq.ft.,"Apr, 2023",1 Building - 230 units,2.34 Acres,7.9 K/sq.ft,"2, 3 BHK Apartments"
r368250,Vaibhav Upavan Phase 2,https://housing.com/in/buy/projects/page/302431-vaibhav-upavan-phase-2-by-vyas-vaibhav-ventures-llp-in-jangamakote,PRM/KA/RERA/1254/465/PR/220623/006010,"Jangamakote, Bangalore",15.1 L - 38.76 L,ByVyas Vaibhav Ventures Llp,"Natural Pond, Children's Play Area, 24X7 Water Supply, Jogging Track, Volleyball Court, Gated Community, Fire Sprinklers, Landscaping & Tree Planting, Badminton Court, Gymnasium, Power Backup","Dec, 2026",1180 - 1270 sq.ft.,"Apr, 2022",1 Building - 106 units,0.88 Acres,Price on request,"4 BHK Apartment,Duplex"
r319819,Shapoorji Pallonji JoyVille,https://housing.com/in/buy/projects/page/128336-shapoorji-pallonji-joyville-by-shapoorji-pallonji-real-estate-in-sector-102,"RC/REP/HARERA/GGM/2018/27, RC/REP/HARERA/GGM/2018/28, RC/REP/HARERA/GGM/2018/29, RC/REP/HARERA/GGM/2018/30","Kherki Majra, Sector 102, Dwarka Expressway, Gurgaon",1.4 Cr - 3.1 Cr,ByShapoorji Pallonji Real Estate,"Gazebo, Fire Sprinklers, Valet Parking, Table Tennis, Mini Theatre, Business Suites, Water Softner Plant, Car Parking, Senior Citizen Siteout, Pergola, Cycling & Jogging Track","Dec, 2028",1325 - 1675 sq.ft.,"Mar, 2023",3 Buildings - 378 units,3.36 Acres,10.2 K/sq.ft,"3, 3.5 BHK Apartments"
r418780,Mana Dale,https://housing.com/in/buy/projects/page/310554-mana-dale-by-mana-projects-pvt-ltd-in-kodathi,PRM/KA/RERA/1251/446/PR/091123/006409,"Survey Number 60/1, Sarjapur Extension , Kodathi Village, Bangalore East , Bangalore",1.42 Cr - 1.91 Cr,ByMana Projects Pvt Ltd,"Amphitheater, Spa, Vastu Compliant, Fire Escape Staircases, Kid's Pool, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Multipurpose Room, Street Lighting, Senior Citizen Siteout","Nov, 2024",2784 - 4700 sq.ft.,"Nov, 2019",1 Building - 204 units,5.8 Acres,Price on request,4 BHK Apartment
r416927,Tulsi Paradise,https://housing.com/buy-tulsi-paradise-by-tulsi-paradise-in-sughad-gandhinagar-gujarat-pid-307561,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA12307/250923,"Near tapovan Circle to Agora mall ,S.P. Ring Road, North West, Gandhinagar",85.0 L,ByTulsi Paradise,"Children's Play Area, Entrance Lobby, Gazebo, Indoor Games, Banquet Hall, Landscaping & Tree Planting, 24x7 Security, Gymnasium","Mar, 2028",740 - 989 sq.ft.,"Feb, 2023",15 Buildings - 1000 units,12 Acres (75% open),20.82 K/sq.ft,"2, 3 BHK Apartments"
r69896,Madhu Parkville,https://housing.com/in/buy/projects/page/239886-madhu-parkville-by-madhu-infrastructures-in-tellapur,P01100002105,"Tellapur, Gachibowli Extension, West Hyderabad, Hyderabad",84.66 L - 1.49 Cr,ByMadhu Infrastructures,"Children's Play Area, Recreation Facilities, Solid Waste Management And Disposal, Swimming Pool, Vastu Compliant, Lift(s), Water Conservation, Rain water Harvesting, Fire Fighting System, Gymnasium, Community Buildings, Closed Car Parking","Sep, 2027",1760 - 2210 sq.ft.,"Jan, 2023",3 Buildings - 308 units,2.62 Acres,11.9 K - 12.6 K/sq.ft,"3, 4 BHK Apartments"
r257873,Trimurty Arabella,https://housing.com/buy-trimurty-arabella-by-trimurty-group-in-nehru-nagar-jaipur-rajasthan-pid-203055,RAJ/P/2017/027,"B-185, RPA Rd, Block B, Sanjay Colony, Vidhyadhar Nagar, NH - 8 Jaipur, Jaipur",1.22 Cr - 1.87 Cr,ByTrimurty Group,"Children's Play Area, Amphitheater, Swimming Pool, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply","Oct, 2020",900 - 20000 sq.ft.,"Oct, 2016",300 units,15 Acres (80% open),11.29 K -29.47 K/sq.ft,"4, 6, 6.5, 9 BHK Villas"
r429830,Nest Accolade,https://housing.com/in/buy/projects/page/309095-nest-accolade-by-the-nest-builder-in-nedumgundram,TN/35/Building/0333/2024,"Perungalathur, Chennai south, Chennai",72.44 L - 97.01 L,ByThe Nest Builder,"Children's Play Area, Partial Power Backup, Senior Citizen Siteout, Indoor Games, Lift(s), Rain Water Harvesting, 24x7 Security, 24x7 CCTV Surveillance, Gymnasium","Dec, 2026",403 - 708 sq.ft.,"Oct, 2022",1 Building - 121 units,0.74 Acres,6.76 K -7.2 K/sq.ft,"1, 2 BHK Apartments"
r438048,Grand Begonia,https://housing.com/in/buy/projects/page/330040-grand-begonia-by-prateek-group-in-siddharth-vihar,UPRERAPRJ790651/09/2024,"Plot No. 04/ BS- 01 and BS- 05, Siddharth Vihar, NH 24, Ghaziabad",Price on Request,ByPrateek Group,"Children's Play Area, Amphitheater, Tennis Court, Swimming Pool, Party Hall, Landscaping & Tree Planting, EV Charging Point, Table Tennis, Gymnasium, Squash Court, Jogging Track","Mar, 2026",625 - 2526 sq.ft.,"Mar, 2023",230 units,4.5 Acres,Price on request,"2, 3, 4 BHK Villa,Row Houses"
r171423,Sureka Springville Greens,https://housing.com/buy-sureka-springville-greens-by-sureka-group-in-balipada-bhubaneswar-pid-328917,MP/19/2022/00794,"P.S, Tamando, Bijipur, Bhubaneswar",78.5 L - 1.03 Cr,BySUREKA GROUP,"Children's Play Area, Amphitheater, Garbage Disposal, Skating Rink, Swimming Pool, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Car Parking","Jun, 2026",1274 - 1621 sq.ft.,"Jun, 2023",1 Building - 54 units,0.34 Acres,4.8 K/sq.ft,3 BHK Apartment
r58272,Omaxe The Lake,https://housing.com/in/buy/projects/page/256094-omaxe-the-lake-by-omaxe-ltd-in-new-chandigarh,"PBRERAâˆ’SAS80âˆ’PR0040, PBRERA-SAS80-PR0323","Madhya Marg Extension, Omaxe New Chandigarh, Near India Trade Tower, Mullanpur, Chandigarh",89.46 L - 6.67 Cr,ByOmaxe Ltd,"Amphitheater, Internet / Wi-Fi, Cricket Pitch, Fire Alarm, Spa, Gazebo, Swimming Pool, Skating Rink, Fountains, Vastu Compliant, Landscaping & Tree Planting",Ready to Move,1170 - 9000 sq.ft.,"Jan, 2012",,,5.07 K/sq.ft,"Residential Plot, 2, 3, 4, 6 BHK Apartments"
r414538,ASBL Loft,https://housing.com/in/buy/projects/page/305791-asbl-loft-by-ashoka-builders-india-private-limited-in-financial-district,P02400006761,"Nanakramguda, West Hyderabad, Hyderabad",1.8 Cr - 1.98 Cr,ByAshoka Builders India Private Limited,"Natural Pond, Amphitheater, Internet / Wi-Fi, Fire Alarm, Gazebo, Reflexology Park, Solar Lighting, Pet Grooming, Fountains, Fire Sprinklers, Landscaping & Tree Planting","Oct, 2028",1691 - 2543 sq.ft.,"Dec, 2023",2 Buildings - 104 units,1.1 Acres (60% open),Price on request,"2, 3 BHK Apartments"
r426929,Green Edge Signature,https://housing.com/in/buy/projects/page/320204-green-edge-signature-by-green-edge-ventures-in-varthur,PRM/KA/RERA/1251/446/PR/220424/006831,"Sorahunase Main Rd, Varthur, Bangalore East , Bangalore",86.74 L - 1.61 Cr,ByGreen Edge Ventures,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Cricket Pitch, Changing Room, Skating Rink, Vastu Compliant, Swimming Pool, Landscaping & Tree Planting, Lift(s), Party Hall",Ready to Move,436 - 3484 sq.ft.,"Jul, 2021",398 units,44 Acres,1.72 K/sq.ft,Residential Plots
r428040,Myhna Orchid,https://housing.com/in/buy/projects/page/321675-myhna-orchid-by-myhna-properties-pvt-ltd-in-gunjur-village,PRM/KA/RERA/1251/446/PR/150524/006874,"Gunjur, Bangalore East , Bangalore",1.0 Cr - 1.44 Cr,ByMyhna Properties Pvt Ltd,"Amphitheater, Cricket Pitch, Tennis Court, Swimming Pool, Skating Rink, Acupressure Pathway, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Flower Garden, Electrification(Transformer, Solar Energy etc)","Dec, 2025",1416 - 2433 sq.ft.,"Feb, 2024",3 Buildings - 98 units,1.3 Acres,Price on request,"2, 3, 4 BHK Apartments"
r396799,Keya Around The Life,https://housing.com/in/buy/projects/page/283108-keya-around-the-life-by-keya-homes-in-k-r-puram,PRM/KA/RERA/1251/446/PR/020822/005125,"Whitefield -Seegehalli, Near Sai Baba Ashram, Bangalore East , Bangalore",1.65 Cr - 2.4 Cr,ByKeya Homes,"Waiting Lounge, Cricket Pitch, Tennis Court, Sauna Bath, Reflexology Park, Swimming Pool, Skating Rink, Fire Sprinklers, Mini Theatre, Gymnasium, Flower Garden",Ready to Move,640 - 907 sq.ft.,"Aug, 2020",4 Buildings - 105 units,0.72 Acres,Price on request,"2, 3 BHK Apartments"
r413683,Honer Homes Signatis,https://housing.com/in/buy/projects/page/301592-honer-homes-signatis-by-honer-homes-in-kukatpally,P02200005923,"Kukatpally, North Hyderabad, Hyderabad",1.33 Cr - 3.16 Cr,ByHoner Homes,"Amphitheater, Cricket Pitch, Tennis Court, Skating Rink, Fountains, Fire Sprinklers, Landscaping & Tree Planting, Community Buildings, 24X7 Water Supply, Golf Course, Jogging Track",Ready to Move in,1125 - 1626 sq.ft.,"Oct, 2021",1 Building - 107 units,0.89 Acres,Price on request,"2, 3 BHK Apartments"
r396991,Royal Floors By Bindal Homes 450 Sq Yards,https://housing.com/in/buy/projects/page/322083-royal-floors-by-bindal-homes-450-sq-yards-by-bindal-homes-in-green-field-colony,Rera Not Applicable,"Green Field Colony, Faridabad",2.61 Cr,ByBindal Homes,"24X7 Water Supply, Fire Sprinklers, Power Backup","Oct, 2026",1810 - 2124 sq.ft.,"Jun, 2024",319 units,23 Acres (47% open),Price on request,Residential Plots
r434130,Ruparel Urbana,https://housing.com/in/buy/projects/page/330904-ruparel-urbana-by-ruparel-realty-in-kurla-east,P51800077585,"Shiv Shrusti Rd, Nehru Nagar, Kurla, Kurla, Mumbai",94.9 L - 1.49 Cr,ByRuparel Realty,"Children's Play Area, Amphitheater, Cricket Pitch, Swimming Pool, Lift(s), Aerobics Room, Terrace Garden, Mini Theatre, 24x7 CCTV Surveillance, Gymnasium, Car Parking","Dec, 2027",693 - 1414 sq.ft.,"Jan, 2024",1 Building - 212 units,2.2 Acres,9.8 K/sq.ft,"2, 3, 4 BHK Apartments"
r403476,Runwal 25 Hour Life,https://housing.com/in/buy/projects/page/298035-runwal-25-hour-life-by-runwal-in-thane-west,"P51700048278, P51700048270, P51700053696","Manpada, Ghodbunder Road, Thane West, Ghodbunder Road, Thane",1.1 Cr - 2.14 Cr,ByRunwal,"Children's Play Area, Sports Area, Garbage Disposal, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Lift(s), Entrance Gate Security Cabin, Table Tennis, Gymnasium, Video Door Security","Mar, 2027",528 - 1117 sq.ft.,"Mar, 2022",4 Buildings - 362 units,4.13530856 Acres (70% open),3.5 K/sq.ft,"1, 2, 3 BHK Apartments"
r406774,Sai Kiran Garden Square,https://housing.com/in/buy/projects/page/297966-sai-kiran-garden-square-by-sai-kiran-constructions-in-subramanyapura,PRM/KA/RERA/1251/310/PR/090323/005779,"Ward No.184, Subramanyapura, South Bangalore, Bangalore",90.85 L - 1.22 Cr,BySai Kiran Constructions,"Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Flower Garden, Community Buildings, Closed Car Parking, 24X7 Water Supply, Car Parking, Street Lighting","Dec, 2030",593 - 923 sq.ft.,"Aug, 2024",1 Building - 108 units,0.4757 Acres,2.54 K/sq.ft,"1, 2 BHK Apartments"
r423843,Shree Venkatesh Erandwane Central Building B2 Phase 3,https://housing.com/in/buy/projects/page/276199-shree-venkatesh-erandwane-central-building-b2-phase-3-by-shree-venkatesh-buildcon-in-erandwane,P52100032017,"CTS No. 137, 138 (Part), Erandwane, Pune",4.5 Cr - 4.84 Cr,ByShree Venkatesh Buildcon,"Cricket Pitch, Volleyball Court, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Footpaths/Pedestrian, Gymnasium, Kid's Pool, Fire Fighting System, Community Buildings, Closed Car Parking","Mar, 2026",1897 - 2660 sq.ft.,"Feb, 2022",3 Buildings - 142 units,1.5 Acres,3.39 K/sq.ft,"3, 4 BHK Apartments"
r406892,Nirala Trio,https://housing.com/in/buy/projects/page/300601-nirala-trio-by-nirala-world-in-noida-extension,UPRERAPRJ707952,"Sector 2,Techzone 4, Greater Noida",1.35 Cr - 1.71 Cr,ByNirala World,"24X7 Water Supply, Basketball Court, Swimming Pool, Fire Sprinklers, Lift(s), Party Hall, Badminton Court, 24x7 Security, Power Backup, Gymnasium","Dec, 2022",267 - 916 sq.ft.,,1 Building - 36 units,0.21 Acres,44.03 K/sq.ft,"1 RK, 1, 2, 3 BHK Apartments"
r344889,Gulshan Dynasty,https://housing.com/in/buy/projects/page/228632-gulshan-dynasty-by-gulshan-homz-pvt-ltd-in-sector-144,UPRERAPRJ950870,"Sector 144, Noida-Greater Noida Expressway, Noida",8.04 Cr - 13.58 Cr,ByGulshan Homz Pvt. Ltd.,"Amphitheater, Changing Room, Spa, Skating Rink, Mini Theatre, Kid's Pool, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Street Lighting, Indoor Games","Jul, 2027",1247 - 2380 sq.ft.,"Aug, 2022",4 Buildings - 440 units,2.43 Acres (60% open),6.4 K/sq.ft,"2, 3, 3.5, 4, 4.5 BHK Apartments"
r431064,Forest Hills Ph 1 At The Prestige City,https://housing.com/in/buy/projects/page/329343-forest-hills-ph-1-at-the-prestige-city-by-prestige-estates-projects-ltd-in-mulund-west,N/A,"Off Agrawal Road, Swapna Nagari, Ghati Pada, Mulund West, Mulund, Mumbai",2.82 Cr - 6.32 Cr,ByPrestige Estates Projects Ltd.,N/A,"Dec, 2027",1082 - 2600 sq.ft.,"Apr, 2024",6 Buildings - 265 units,2.29 Acres,Price on request,"3, 4 BHK Apartment,Penthouses"
r5518,Magnolias at Neelkanth Greens,https://housing.com/in/buy/projects/page/293257-magnolias-neelkanth-greens-by-neelkanth-associates-builders-in-thane-west,P51700049248,"Near Tikuji Ni Wadi, Off Ghodbunder Road, Thane West, Ghodbunder Road, Thane",1.51 Cr - 2.1 Cr,ByNeelkanth Group,"Cricket Pitch, Grocery Shop, Gazebo, Garbage Disposal, Reflexology Park, Swimming Pool, Skating Rink, Fountains, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis","Oct, 2024",1107 - 1575 sq.ft.,"Dec, 2023",2 Buildings - 56 units,,4.5 K/sq.ft,"2, 3 BHK Apartments"
